,star,ra,dec,comment,ra_deg,dec_deg,MAIN_ID,RA_2_A_ICRS_J2017_5_2000,DEC_2_D_ICRS_2017_5_2000,Distance_distance,Distance_Q,Distance_unit,Distance_merr,Distance_perr,Distance_method,Distance_bibcode,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,FLUX_I,FLUX_H,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,S_Type
562,HIP 104365 ,21:08:33.6 ,-21:11:36.6 ,H-coron (~1 hr),317.14,-21.1935,b'* chi Cap',21 08 33.6487,-21 11 37.225,60.1413,,pc,-0.57,0.57,paral,2018yCat.1345....0G,,,,,,,,,5.334000110626221,9970,4.199999809265137,-0.4099999964237213,,b'SUN',,2002A&A...396..641A,A0V
563,TYC 8797-1377-1,21:10:25.4 ,-54:34:26.0 ,H-coron (~1 hr),317.605833333333,-54.5738888888889,b'HD 201247A',21 10 25.6134,-54 34 25.479,33.194,,pc,-0.043,0.043,paral,2018yCat.1345....0G,,,,,,,,,5.829999923706055,0,,,,b'',,,G5V
564,TYC 8797-1377-2,21:10:25.7 ,-54:34:28.1 ,H-coron (~1 hr),317.60708333333304,-54.574472222222205,b'HD 201247B',21 10 25.9686,-54 34 28.163,33.4117,,pc,-0.0482,0.0482,paral,2018yCat.1345....0G,,,,,,,,,5.980000019073486,0,,,,b'',,,G7V
565,TYC 5784-205-1,21:12:22.4 ,-14:59:58.0 ,H-coron (~1 hr),318.093333333333,-14.999444444444402,b'HD 201796B',21 12 22.4709,-14 59 57.731,46.3691,,pc,-0.1634,0.1634,paral,2018yCat.1345....0G,,,,,,,,,6.400000095367432,0,,,,b'',,,G5V
566,TYC 6347-1583-1,21:12:22.6 ,-15:00:00.0 ,H-coron (~1 hr),318.094166666667,-15.0,b'HD 201796A',21 12 22.6986,-15 00 00.366,46.1749,,pc,-0.1236,0.1236,paral,2018yCat.1345....0G,,,,,,,,,6.420000076293945,0,,,,b'',,,G3V
567,HIP 104864 ,21:14:32.8 ,-22:52:41.1 ,H-coron (~1 hr),318.636666666667,-22.8780833333333,b'HD 202116',21 14 32.9747,-22 52 41.156,51.0045,,pc,-0.1644,0.1644,paral,2018yCat.1345....0G,,,,,,,,,6.939000129699707,6053,,,,b'SUN',,2011A&A...530A.138C,G2V
568,HIP 105044 ,21:16:37.9 ,-36:10:24.1 ,H-coron (~1 hr),319.157916666667,-36.1733611111111,b'HD 202398',21 16 38.0588,-36 10 24.141,70.6859,,pc,-0.2413,0.2413,paral,2018yCat.1345....0G,,,,,,,,,6.952000141143799,6395,,,,b'SUN',,2011A&A...530A.138C,F5/6V
569,HIP 105156 ,21:18:05.2 ,-29:30:48.2 ,H-coron (~1 hr),319.521666666667,-29.513388888888898,b'HD 202648',21 18 05.2268,-29 30 48.174,45.3478,,pc,-0.1832,0.1832,paral,2018yCat.1345....0G,,,,,,,,,6.953999996185303,5646,,,,b'SUN',,2011A&A...530A.138C,G3V
570,HIP 105184 ,21:18:27.3 ,-43:20:05.0 ,H-coron (~1 hr),319.61375,-43.334722222222204,b'HD 202628',21 18 27.6577,-43 20 04.746,23.831,,pc,-0.0258,0.0258,paral,2018yCat.1345....0G,,,,,,,,,5.324999809265137,5777,4.460000038146973,,,b'',,2003AJ....125.1598L,G5V
571,HD 202917 ,21:20:49.9 ,-53:02:02.4 ,H-coron (~1 hr); H-coron-pol,320.20791666666696,-53.034,b'HD 202917',21 20 50.0185,-53 02 03.157,46.8489,,pc,-0.0854,0.0854,paral,2018yCat.1345....0G,,,,,,,,7.881999969482422,7.026000022888184,5617,4.389999866485596,0.10999999940395355,,b'SUN',,2005ApJS..159..141V,G7V
572,HIP 105404 ,21:20:59.8 ,-52:28:40.1 ,H-coron (~1 hr),320.249166666667,-52.4778055555556,b'V* BS Ind',21 20 59.8798,-52 28 40.186,52.6684,,pc,-0.9185,0.9185,paral,2018yCat.1345....0G,,,,,,,,7.89300012588501,6.698999881744385,4941,,,,b'SUN',,2011A&A...530A.138C,G9V
573,HIP 105441 ,21:21:24.5 ,-66:54:57.4 ,H-coron (~1 hr),320.35208333333304,-66.91594444444439,b'V* V390 Pav',21 21 24.7785,-66 54 57.380,31.9804,,pc,-0.0444,0.0444,paral,2018yCat.1345....0G,,,,,,,,7.514999866485596,6.502999782562256,4786,4.559999942779541,,,b'',,2003AJ....125.1598L,K2V
574,HIP 105612 ,21:23:27.1 ,-75:29:38.6 ,H-coron (~1 hr),320.862916666667,-75.49405555555559,b'HD 202732',21 23 27.2859,-75 29 37.756,32.9346,,pc,-0.0281,0.0281,paral,2018yCat.1345....0G,,,,,,,,,6.321000099182129,5566,4.510000228881836,,,b'',,2003AJ....125.1598L,G5V
575,HIP 105712 ,21:24:40.6 ,-68:13:40.2 ,H-coron (~1 hr),321.16916666666697,-68.22783333333331,b'HD 203244',21 24 41.0919,-68 13 40.527,20.8062,,pc,-0.1481,0.1481,paral,2018yCat.1345....0G,,,,,,,,,5.296999931335449,5445,4.5,,,b'',,2003AJ....125.1598L,G5V
576,HIP 105860 ,21:26:26.6 ,19:22:32.2 ,H-coron (~1 hr),321.610833333333,19.375611111111102,b'V* IK Peg',21 26 26.7607,+19 22 32.316,47.329,,pc,-0.3158,0.3158,paral,2018yCat.1345....0G,,,,,,,,,5.48799991607666,33290,8.899999618530273,,,b'',,2014MNRAS.440.1607B,kA6hA9mF0+DA
577,HD 205674 ,21:37:21.1 ,-18:26:28.2 ,H-coron (~1 hr); H-coron-pol,324.33791666666696,-18.4411666666667,b'HD 205674',21 37 21.1800,-18 26 28.249,56.4025,,pc,-0.2316,0.2316,paral,2018yCat.1345....0G,849000.0,,km,,,,2007ApJ...660.1556R,6.730000019073486,6.252999782562256,6759,,,,b'SUN',,2011A&A...530A.138C,F3/5IV
578,HD 205905 ,21:39:10.2 ,-27:18:24.0 ,H-coron (~1 hr),324.7925,-27.306666666666697,b'HD 205905',21 39 10.6553,-27 18 23.666,26.3024,,pc,-0.0406,0.0406,paral,2018yCat.1345....0G,,,,,,,,,5.38700008392334,5795,4.429999828338623,,,b'',,2003AJ....125.1598L,G1.5IV-V
579,HIP 107095 ,21:41:32.9 ,-14:02:51.4 ,H-coron (~1 hr),325.387083333333,-14.047611111111099,b'*  42 Cap',21 41 32.7126,-14 02 51.419,35.2327,,pc,-0.2949,0.2949,paral,2018yCat.1345....0G,,,,,,,,,3.75,5634,3.759999990463257,,,b'',,2003AJ....125.1598L,G2IV
580,HN Peg ,21:44:31.3 ,14:46:19.0 ,H-coron (~1 hr),326.130416666667,14.7719444444444,b'HD 206860',21 44 31.6087,+14 46 18.982,18.1281,,pc,-0.0199,0.0199,paral,2018yCat.1345....0G,,,,,,,,5.300000190734863,4.599999904632568,5954,4.429999828338623,,,b'',,2003AJ....125.1598L,G0V+
581,HD 206893 ,21:45:21.9 ,-12:47:00.0 ,H-coron (~1 hr); H-coron-pol,326.34125,-12.783333333333301,b'HD 206893',21 45 22.0177,-12 47 00.068,40.806,,pc,-0.1064,0.1064,paral,2018yCat.1345....0G,863000.0,,km,,,,2007ApJ...660.1556R,,5.686999797821045,6571,4.159999847412109,,,b'',,2003AJ....125.1598L,F5V
582,HD 207129 ,21:48:15.8 ,-47:18:13.0 ,H-coron (~1 hr); H-coron-pol,327.065833333333,-47.303611111111096,b'HD 207129',21 48 16.0351,-47 18 13.020,15.5608,,pc,-0.0166,0.0166,paral,2018yCat.1345....0G,682000.0,,km,,,,2007ApJ...660.1556R,,4.306000232696533,5946,4.480000019073486,0.009999999776482582,,b'',,2018A&A...614A..84S,G2V
583,HIP 107947 ,21:52:09.7 ,-62:03:08.5 ,H-coron (~1 hr); H-coron-pol,328.040416666667,-62.0523611111111,b'HD 207575',21 52 09.8344,-62 03 08.508,47.0393,,pc,-0.079,0.079,paral,2018yCat.1345....0G,,,,,,,,,6.14900016784668,6457,,,,b'SUN',,2011A&A...530A.138C,F6V
584,HIP 108060 ,21:53:37.4 ,19:40:06.2 ,H-coron (~1 hr),328.405833333333,19.6683888888889,b'HD 208108',21 53 37.4141,+19 40 06.468,66.832,,pc,-0.5293,0.5293,paral,2018yCat.1345....0G,,,,,,,,,5.672999858856201,9419,,,,b'SUN',,2012A&A...537A.120Z,A0Vs
585,HIP 108405 ,21:57:41.2 ,-51:00:22.0 ,H-coron (~1 hr),329.42166666666697,-51.006111111111096,b'CD-51 13128',21 57 41.1380,-51 00 22.240,14.8604,,pc,-0.0087,0.0087,paral,2018yCat.1345....0G,,,,,,,,8.10099983215332,6.085999965667725,3515,,,,b'SUN',,2014MNRAS.443.2561G,M2Ve
586,HD 209253 ,22:02:33.0 ,-32:08:01.5 ,H-coron (~1 hr); H-coron-pol,330.6375,-32.13375,b'HD 209253',22 02 32.9387,-32 08 01.485,31.4227,,pc,-0.0788,0.0788,paral,2018yCat.1345....0G,766000.0,,km,,,,2007ApJ...660.1556R,,5.443999767303467,6250,4.190000057220459,,,b'',,2003AJ....125.1598L,F6.5V
587,HD 209100 ,22:03:21.7 ,-56:47:10.0 ,H-coron (~1 hr),330.840416666667,-56.7861111111111,b'* eps Ind',22 03 30.1078,-56 47 09.537,3.6389,,pc,-0.0033,0.0033,paral,2018yCat.1345....0G,,,,,,,,,2.3489999771118164,4649,4.440000057220459,-0.12999999523162842,,b'SUN',,2017A&A...606A..94D,K5V
588,HIP 108912 ,22:03:42.4 ,-60:26:15.0 ,H-coron (~1 hr),330.92666666666696,-60.4375,b'HD 209234',22 03 42.6748,-60 26 14.852,42.8229,,pc,-0.0713,0.0713,paral,2018yCat.1345....0G,,,,,,,,,6.5289998054504395,5922,,,,b'SUN',,2011A&A...530A.138C,G2V
589,HD 209952 ,22:08:14.0 ,-46:57:39.5 ,H-coron (~1 hr),332.058333333333,-46.9609722222222,b'* alf Gru',22 08 14.2012,-46 57 39.507,,,,,,,,,,,,,,,1.8300000429153442,2.059999942779541,13201,3.8399999141693115,,,b'',,2003AJ....125.1598L,B6V
590,HIP 109285 ,22:08:23.0 ,-32:59:18.2 ,H-coron (~1 hr),332.095833333333,-32.9883888888889,b'* mu. PsA',22 08 23.1139,-32 59 18.378,37.3773,,pc,-0.6305,0.6305,paral,2018yCat.1345....0G,,,,,,,,4.380000114440918,4.550000190734863,8907,3.640000104904175,,,b'',,2003AJ....125.1598L,A1.5IVn
591,V* CS Gru ,22:15:35.2 ,-39:00:50.6 ,H-coron (~1 hr),333.896666666667,-39.0140555555556,b'V* CS Gru',22 15 35.3686,-39 00 50.697,53.777,,pc,-0.1397,0.1397,paral,2018yCat.1345....0G,,,,,,,,8.347999572753906,7.195000171661377,5370,4.570000171661377,,,b'SUN',,2014MNRAS.442..220F,K0V
592,BD-14 6241 ,22:16:00.6 ,-14:11:02.3 ,H-coron (~1 hr),334.0025,-14.183972222222199,b'BD-14  6241',22 16 00.6970,-14 11 02.261,65.0601,,pc,-0.3881,0.3881,paral,2018yCat.1345....0G,,,,,,,,,7.650000095367432,0,,,,b'',,,K4Ve
593,HIP 110935 ,22:28:37.7 ,-67:29:20.6 ,H-coron (~1 hr),337.157083333333,-67.4890555555556,b'HD 212728',22 28 38.1296,-67 29 20.620,43.9253,,pc,-0.1792,0.1792,paral,2018yCat.1345....0G,,,,,,,,,5.138999938964844,7691,,,,b'SUN',,2012A&A...537A.120Z,A3/5V
594,HIP 111188 ,22:31:30.3 ,-32:20:45.7 ,H-coron (~1 hr); H-coron-pol,337.87625,-32.3460277777778,b'* bet PsA',22 31 30.4120,-32 20 45.865,43.1593,,pc,-0.7682,0.7682,paral,2018yCat.1345....0G,,,,,,,,4.25,4.269999980926514,9509,4.199999809265137,0.009999999776482582,,b'SUN',,1989A&A...225..125L,A1Va
595,39 Peg ,22:32:35.5 ,20:13:48.0 ,H-coron (~1 hr); H-coron-pol,338.14791666666696,20.23,b'*  39 Peg',22 32 35.6869,+20 13 48.074,53.5776,,pc,-0.1464,0.1464,paral,2018yCat.1345....0G,1090000.0,,km,,,,2007ApJ...660.1556R,6.099999904632568,5.645999908447266,7031,,,,b'SUN',,2012A&A...537A.120Z,F1V
596,HIP 111594 ,22:36:29.3 ,-40:34:57.0 ,H-coron (~1 hr),339.122083333333,-40.5825,b'* sig01 Gru',22 36 29.3729,-40 34 57.739,70.1012,,pc,-0.3691,0.3691,paral,2018yCat.1345....0G,,,,,,,,,6.067999839782715,0,,,,b'',,,A3V
597,HD 214867 ,22:41:45.4 ,-39:27:41.9 ,H-coron (~1 hr),340.439166666667,-39.4616388888889,b'HD 214867',22 41 45.5510,-39 27 41.918,59.6278,,pc,-0.1522,0.1522,paral,2018yCat.1345....0G,,,,,,,,,7.480999946594238,5807,4.659999847412109,0.009999999776482582,,b'SUN',,2017A&A...606A..94D,G3V
598,CPD-72 2713 ,22:42:48.9 ,-71:42:21.2 ,H-coron (~1 hr),340.70375,-71.70588888888891,b'CPD-72  2713',22 42 49.2865,-71 42 21.198,36.6615,,pc,-0.032,0.032,paral,2018yCat.1345....0G,,,,,,,,8.862000465393066,7.123000144958496,4065,,,,b'SUN',,2014MNRAS.443.2561G,K7Ve
599,TYC 1701-642-1,22:44:41.5 ,17:54:18.3 ,H-coron (~1 hr),341.172916666667,17.9050833333333,b'BD+17  4799',22 44 41.6462,+17 54 18.293,49.7381,,pc,-0.2805,0.2805,paral,2018yCat.1345....0G,,,,,,,,,7.204999923706055,0,,,,b'',,,K0
600,V* WW PsA ,22:44:57.9 ,-33:15:01.7 ,H-coron (~1 hr),341.24125,-33.2504722222222,b'V* WW PsA',22 44 58.2138,-33 15 01.745,20.8587,,pc,-0.0231,0.0231,paral,2018yCat.1345....0G,,,,,,,,9.109000205993652,7.150000095367432,3290,,0.009999999776482582,,b'SUN',,2014MNRAS.443.2561G,M4IVe
600,V* WW PsA ,22:44:57.9 ,-33:15:01.7 ,H-coron (~1 hr),341.24125,-33.2504722222222,b'V* WW PsA',22 44 58.2138,-33 15 01.745,20.8587,,pc,-0.0231,0.0231,paral,2018yCat.1345....0G,,,,,,,,9.109000205993652,7.150000095367432,3290,,0.009999999776482582,,b'SUN',,2014MNRAS.443.2561G,M4IVe
601,HIP 112515 ,22:47:26.7 ,-44:57:55.0 ,H-coron (~1 hr),341.86125,-44.96527777777779,b'HD 215657',22 47 26.6816,-44 57 54.581,32.3535,,pc,-0.0397,0.0397,paral,2018yCat.1345....0G,,,,,,,,,5.867000102996826,6003,4.429999828338623,,,b'',,2003AJ....125.1598L,G0V
602,HIP 112581 ,22:48:06.9 ,-37:45:24.0 ,H-coron (~1 hr),342.02875,-37.7566666666667,b'HD 215768',22 48 07.1491,-37 45 23.983,38.3724,,pc,-0.0667,0.0667,paral,2018yCat.1345....0G,,,,,,,,,6.171999931335449,5999,4.389999866485596,,,b'',,2003AJ....125.1598L,G0VCH-0.3
603,HIP 112714 ,22:49:32.2 ,10:28:43.3 ,H-coron (~1 hr),342.384166666667,10.4786944444444,b'HD 216048',22 49 32.2191,+10 28 43.007,64.732,,pc,-0.2334,0.2334,paral,2018yCat.1345....0G,,,,,,,,,5.867000102996826,7194,,,,b'SUN',,2012A&A...537A.120Z,F0IV-V
604,TW PsA ,22:56:24.1 ,-31:33:56.0 ,H-coron (~1 hr),344.100416666667,-31.5655555555556,b'V* TW PsA',22 56 24.5045,-31 33 56.035,7.6081,,pc,-0.005,0.005,paral,2018yCat.1345....0G,,,,,,,,,3.803999900817871,4647,4.880000114440918,0.07000000029802322,,b'SUN',,2001A&A...373.1019S,K4Ve
605,Fomalhaut ,22:57:39.0 ,-29:37:20.0 ,H-coron (~1 hr); H-coron-pol,344.4125,-29.6222222222222,b'* alf PsA',22 57 39.4877,-29 37 20.053,,,,,,,,1260000.0,,km,,,,2007ApJ...660.1556R,1.090000033378601,1.0499999523162842,8399,4.139999866485596,,,b'',,2003AJ....125.1598L,A4V
606,HD 217343 ,23:00:19.3 ,-26:09:13.5 ,H-coron (~1 hr),345.080416666667,-26.15375,b'HD 217343',23 00 19.4292,-26 09 13.506,31.7795,,pc,-0.0415,0.0415,paral,2018yCat.1345....0G,,,,,,,,6.75,6.0370001792907715,5749,4.5,,,b'',,2003AJ....125.1598L,G5V
607,MT Peg ,23:03:05.0 ,20:55:06.9 ,H-coron (~1 hr),345.770833333333,20.918583333333302,b'HD 217813',23 03 04.8306,+20 55 06.862,24.3169,,pc,-0.0266,0.0266,paral,2018yCat.1345....0G,,,,,,,,5.947999954223633,5.23199987411499,5885,4.5,0.07000000029802322,,b'SUN',,2005ApJS..159..141V,G1V
608,HIP 113839 ,23:03:11.6 ,-47:15:19.1 ,H-coron (~1 hr),345.798333333333,-47.2553055555556,b'HD 217726',23 03 11.7683,-47 15 19.056,56.4522,,pc,-0.262,0.262,paral,2018yCat.1345....0G,,,,,,,,,6.617000102996826,6385,,,,b'SUN',,2006A&A...450..735M,F7V
609,HR 8799 ,23:07:28.7 ,21:08:03.3 ,H-coron (~1 hr); H-coron-pol,346.86958333333297,21.13425,b'HD 218396',23 07 28.8511,+21 08 03.302,41.2925,,pc,-0.1502,0.1502,paral,2018yCat.1345....0G,954000.0,,km,,,,2007ApJ...660.1556R,,5.28000020980835,7211,,,,b'SUN',,2012A&A...537A.120Z,F0+VkA5mA5
610,HIP 114530 ,23:11:52.1 ,-45:08:10.0 ,H-coron (~1 hr),347.967083333333,-45.1361111111111,b'HD 218860',23 11 52.1982,-45 08 10.633,48.0137,,pc,-0.1575,0.1575,paral,2018yCat.1345....0G,,,,,,,,7.929999828338623,7.109000205993652,5611,,,,b'SUN',,2006A&A...450..735M,G8V
611,HIP 114948 ,23:16:57.7 ,-62:00:04.3 ,H-coron (~1 hr),349.24041666666704,-62.0011944444444,b'HD 219482',23 16 58.1260,-62 00 04.318,20.4599,,pc,-0.026,0.026,paral,2018yCat.1345....0G,,,,,,,,,4.605999946594238,6290,4.21999979019165,,,b'',,2003AJ....125.1598L,F6V
612,HIP 115527 ,23:24:06.3 ,-07:33:03.0 ,H-coron (~1 hr); H-coron-pol,351.02625,-7.55083333333333,b'V* NX Aqr',23 24 06.5069,-07 33 02.727,30.4546,,pc,-0.0724,0.0724,paral,2018yCat.1345....0G,,,,,,,,,6.111999988555908,5603,4.489999771118164,,,b'',,2003AJ....125.1598L,G5V
613,HIP 115738 ,23:26:56.0 ,01:15:20.2 ,H-coron (~1 hr); H-coron-pol,351.73333333333295,1.2556111111111101,b'* kap Psc',23 26 56.0574,+01 15 20.174,48.9201,,pc,-0.5172,0.5172,paral,2018yCat.1345....0G,2670000.0,,km,,V,Interfer,2014MNRAS.443.1629S,4.900000095367432,4.96999979019165,10228,3.7100000381469727,0.7799999713897705,,b'SUN',,2011A&A...531A.165P,A2VpSrCrSi
614,CD-86 147 ,23:27:49.4 ,-86:13:18.7 ,H-coron (~1 hr),351.955833333333,-86.22186111111108,b'CD-86   147',23 27 50.3180,-86 13 18.707,63.1979,,pc,-0.1054,0.1054,paral,2018yCat.1345....0G,,,,,,,,8.479000091552734,7.593999862670898,0,,,,b'',,,G8IV
615,GJ 1284 ,23:30:13.4 ,-20:23:27.4 ,H-coron (~1 hr),352.555833333333,-20.3909444444444,b'G 273-59',23 30 13.8286,-20 23 27.448,15.9564,,pc,-0.0231,0.0231,paral,2018yCat.1345....0G,,,,,,,,8.598999977111816,6.607999801635742,3481,,0.03999999910593033,,b'SUN',,2014MNRAS.443.2561G,M2Ve
616,HIP 116063 ,23:31:02.9 ,-69:04:36.3 ,H-coron (~1 hr),352.76208333333295,-69.07675,b'HD 221231',23 31 03.4528,-69 04 36.263,30.3128,,pc,-0.025,0.025,paral,2018yCat.1345....0G,,,,,,,,,5.73799991607666,5911,4.449999809265137,,,b'',,2003AJ....125.1598L,G1V
617,TYC 5835-239-1,23:32:22.7 ,-13:39:07.0 ,H-coron (~1 hr),353.094583333333,-13.651944444444402,b'HD 221452',23 32 22.8321,-13 39 07.420,60.4511,,pc,-0.1813,0.1813,paral,2018yCat.1345....0G,,,,,,,,,7.504000186920166,0,,,,b'',,,K0IV
618,BD-13 6424 ,23:32:30.8 ,-12:15:51.4 ,H-coron (~1 hr),353.128333333333,-12.264277777777801,b'BD-13  6424',23 32 31.0277,-12 15 51.465,27.3734,,pc,-0.0434,0.0434,paral,2018yCat.1345....0G,,,,,,,,8.645999908447266,6.769999980926514,3797,,0.2199999988079071,,b'SUN',,2014MNRAS.443.2561G,M0Ve
619,HIP 116258 ,23:33:23.8 ,-12:39:53.0 ,H-coron (~1 hr),353.34916666666703,-12.6647222222222,b'HD 221575',23 33 24.0478,-12 39 52.624,34.0052,,pc,-0.074,0.074,paral,2018yCat.1345....0G,,,,,,,,,6.818999767303467,5229,4.78000020980835,,,b'SUN',,2014MNRAS.442..220F,K2V
620,HD 221853 ,23:35:36.2 ,08:22:57.4 ,H-coron (~1 hr); H-coron-pol,353.90083333333297,8.38261111111111,b'HD 221853',23 35 36.2280,+08 22 57.424,65.4151,,pc,-0.2118,0.2118,paral,2018yCat.1345....0G,1030000.0,,km,,,,2007ApJ...660.1556R,6.880000114440918,6.441999912261963,6896,,,,b'SUN',,2006A&A...450..735M,F0
621,HIP 116611 ,23:37:56.8 ,18:24:02.2 ,H-coron (~1 hr),354.486666666667,18.4006111111111,b'*  75 Peg',23 37 56.8620,+18 24 02.396,73.9486,,pc,-0.6546,0.6546,paral,2018yCat.1345....0G,,,,,,,,,5.447999954223633,9572,,,,b'SUN',,2012A&A...537A.120Z,A0Vn
622,TYC 9339-2157-1,23:39:39.2 ,-69:11:39.5 ,H-coron (~1 hr),354.91333333333296,-69.1943055555556,b'HD 222259B',23 39 39.5262,-69 11 39.494,44.1493,,pc,-0.0579,0.0579,paral,2018yCat.1345....0G,,,,,,,,,7.192999839782715,0,,,,b'',,,K3Ve
623,TYC 9339-55-1,23:39:39.4 ,-69:11:44.8 ,H-coron (~1 hr),354.91416666666703,-69.19577777777779,b'TYC 9339-55-1',23 31 36.6813,-69 07 30.592,726.4802,,pc,-12.086,12.086,paral,2018yCat.1345....0G,,,,,,,,,10.713000297546387,0,,,,b'',,,
624,HIP 116928 ,23:42:02.8 ,01:46:48.1 ,H-coron (~1 hr),355.511666666667,1.78002777777778,b'* lam Psc',23 42 02.6547,+01 46 48.148,31.5122,,pc,-0.3379,0.3379,paral,2018yCat.1345....0G,,,,,,,,4.230000019073486,4.203999996185303,7798,,,,b'SUN',,2012A&A...537A.120Z,A7V
625,HIP 116971 ,23:42:43.3 ,-14:32:41.7 ,H-coron (~1 hr),355.68041666666704,-14.544916666666698,b'* ome02 Aqr',23 42 43.4643,-14 32 41.652,48.5835,,pc,-0.7872,0.7872,paral,2018yCat.1345....0G,,,,,,,,,4.622000217437744,10860,,,,b'SUN',,2009A&A...501..297Z,B9V
626,HIP 117219 ,23:46:01.2 ,-40:10:56.9 ,H-coron (~1 hr),356.505,-40.1824722222222,b'HD 223011',23 46 01.4123,-40 10 57.234,67.11,,pc,-0.2981,0.2981,paral,2018yCat.1345....0G,,,,,,,,,5.879000186920166,7834,,,,b'SUN',,2012A&A...537A.120Z,A7III/IV
627,HIP 117452 ,23:48:55.6 ,-28:07:49.0 ,H-coron (~1 hr); H-coron-pol,357.231666666667,-28.1302777777778,b'* del Scl',23 48 55.6799,-28 07 48.974,,,,,,,,,,,,,,,4.550000190734863,4.64300012588501,9863,,,,b'SUN',,2006A&A...458..293P,A0Vnp
628,HIP 117481 ,23:49:19.6 ,-27:51:14.9 ,H-coron (~1 hr); H-coron-pol,357.33166666666705,-27.854138888888897,b'HD 223408',23 49 19.4270,-27 51 15.328,35.3895,,pc,-0.0525,0.0525,paral,2018yCat.1345....0G,,,,,,,,6.369999885559082,5.7870001792907715,6255,4.179999828338623,,,b'',,2003AJ....125.1598L,F6V
629,HIP 118008 ,23:56:10.7 ,-39:03:08.4 ,H-coron (~1 hr); H-coron-pol,359.044583333333,-39.052333333333294,b'HD 224228',23 56 10.9830,-39 03 08.409,21.927,,pc,-0.046,0.046,paral,2018yCat.1345....0G,,,,,,,,7.193999767303467,6.006999969482422,0,,,,b'',,,K2V
630,HIP 118121 ,23:57:35.0 ,-64:17:53.1 ,H-coron (~1 hr),359.395833333333,-64.2980833333333,b'* eta Tuc',23 57 35.2906,-64 17 53.622,47.0754,,pc,-0.8064,0.8064,paral,2018yCat.1345....0G,,,,,,,,,4.948999881744385,9057,,,,b'SUN',,2012A&A...537A.120Z,A1V
